energy,heating,price,area,rooms,fee,zipcode,construction_year,price_per_area,heating_raw,house_age,rooms_per_area,heating_clean_fußbodenheizung,heating_clean_minergie,heating_clean_missing,heating_clean_other,heating_clean_wärmepumpe,heating_clean_zentralheizung,energy_clean_gas,energy_clean_missing,energy_clean_other,energy_clean_öl,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,level_15,level_17,level_21,level_23,level_24,level_2023,log_price,log_area,log_fee,age_bin,rooms_per_area_bin,zipcode_freq
Fernwärme,Zentralheizung,274000,45.0,2,3.57,14059,1955,6088.888888888889,Zentralheizung,70,0.044444444444444446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.520887034998584,3.828641396489095,1.5195132049061133,very_old,3,0.0064754856614246065
Gas,Zentralheizung,649000,96.0,3,3.57,10405,1915,6760.416666666667,Zentralheizung,110,0.03125,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.38318953651709,4.574710978503383,1.5195132049061133,,1,0.009019426456984274
na,na,395000,71.87,3,3.57,12305,2020,5496.034506748295,na,5,0.04174203422846807,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.886643575525625,4.288677031682191,1.5195132049061133,new,3,0.004856614246068455
Gas,Zentralheizung,169000,56.35,2,3.57,13156,1996,2999.1126885536823,Zentralheizung,29,0.0354924578527063,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.037659911047468,4.04917284357538,1.5195132049061133,recent,2,0.013182238667900092
Gas,Zentralheizung,699000,100.0,3,3.57,10437,1911,6990.0,Zentralheizung,114,0.03,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.457407451830088,4.61512051684126,1.5195132049061133,,1,0.010175763182238668
na,na,179000,44.0,1,3.57,10629,1956,4068.181818181818,na,69,0.022727272727272728,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.095146671399466,3.8066624897703196,1.5195132049061133,very_old,0,0.006938020351526364
Fernwärme,Zentralheizung,349000,47.0,2,3.57,10119,1998,7425.531914893617,Zentralheizung,27,0.0425531914893617,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.762830066509972,3.871201010907891,1.5195132049061133,recent,3,0.009250693802035153
na,na,499000,60.0,2,3.57,10719,1995,8316.666666666666,na,30,0.03333333333333333,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.120363378739663,4.110873864173311,1.5195132049061133,recent,1,0.004856614246068455
na,na,575000,103.0,5,3.0,12587,2011,5582.52427184466,na,14,0.04854368932038835,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.26212705890841,4.6443908991413725,1.3862943611198906,recent,3,0.0037002775208140612
na,na,229000,27.0,1,3.57,10997,1920,8481.481481481482,na,105,0.037037037037037035,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.34148164933907,3.332204510175204,1.5195132049061133,,2,0.0074005550416281225
Fernwärme,Fußbodenheizung,695000,83.35,3,3.57,10439,2016,8338.332333533293,Fußbodenheizung,9,0.03599280143971206,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.451668563394815,4.434974808991977,1.5195132049061133,new,2,0.018501387604070305
Gas,Zentralheizung,459000,65.17,2,3.57,10783,1976,7043.117999079331,Zentralheizung,49,0.03068896731624981,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.036807667689546,4.192227188023968,1.5195132049061133,old,1,0.0013876040703052729
Gas,Etagenheizung,195000,57.63,2,3.57,10585,1955,3383.65434669443,Etagenheizung,70,0.0347041471455839,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.180759965737863,4.071246510976124,1.5195132049061133,very_old,2,0.010638297872340425
Fernwärme,Zentralheizung,225000,69.05,3,3.57,12051,1958,3258.5083272990587,Zentralheizung,67,0.04344677769732078,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.323860125621126,4.249209272783016,1.5195132049061133,very_old,3,0.0030064754856614245
Gas,Zentralheizung,689000,106.0,3,3.57,14059,1918,6500.0,Zentralheizung,107,0.02830188679245283,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.442998001373553,4.672828834461906,1.5195132049061133,,0,0.0064754856614246065
Fernwärme,Fußbodenheizung,1080000,90.0,3,3.0,10623,2019,12000.0,Fußbodenheizung,6,0.03333333333333333,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.8924725250259,4.51085950651685,1.3862943611198906,new,1,0.005319148936170213
Fernwärme,Kf,763000,92.0,3,3.57,12557,2026,8293.478260869566,Kf,-1,0.03260869565217391,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.545014620881725,4.532599493153256,1.5195132049061133,,1,0.007631822386679001
Fernwärme,Kf,777000,92.8,3,3.57,12557,2026,8372.844827586207,Kf,-1,0.032327586206896554,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.563196916350243,4.541164856012179,1.5195132049061133,,1,0.007631822386679001
Gas,Zentralheizung,162500,47.91,1,3.57,12489,1933,3391.7762471300357,Zentralheizung,92,0.02087246921310791,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.998439434579149,3.8899818745512658,1.5195132049061133,very_old,0,0.008094357076780759
Gas,Fußbodenheizung,1765000,136.34,5,3.57,14193,2001,12945.577233387121,Fußbodenheizung,24,0.03667302332404283,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.383661814921611,4.9224596031925305,1.5195132049061133,recent,2,0.015957446808510637
Gas,Fußbodenheizung,1465000,111.26,4,3.57,14193,2001,13167.355743303971,Fußbodenheizung,24,0.03595182455509617,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.19736648302693,4.720817609514054,1.5195132049061133,recent,2,0.015957446808510637
Gas,Zentralheizung,399000,40.0,1,3.57,10245,2022,9975.0,Zentralheizung,3,0.025,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.896719202134523,3.713572066704308,1.5195132049061133,new,0,0.022201665124884366
Pellets,"Fußbodenheizung, ",1300000,127.28,4,3.57,10405,2010,10213.70207416719,"Fußbodenheizung, ",15,0.03142677561282212,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.077875591662238,4.854215374824954,1.5195132049061133,recent,1,0.009019426456984274
Öl,Zentralheizung,295000,72.16,3,3.57,12109,1964,4088.137472283814,Zentralheizung,61,0.04157427937915743,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.59473402514672,4.292648823522665,1.5195132049061133,very_old,3,0.0027752081406105457
na,na,749500,87.79,3,3.57,10711,1912,8537.418840414624,na,113,0.03417245699965827,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.527162930746714,4.4862740310442355,1.5195132049061133,,2,0.009481961147086031
Öl,Zentralheizung,1490000,235.0,6,3.57,12167,1929,6340.425531914893,Zentralheizung,96,0.02553191489361702,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.214287349062356,5.4638318050256105,1.5195132049061133,very_old,0,0.010175763182238668
Fernwärme,Fußbodenheizung,929950,79.0,2,2.8,10245,2010,11771.518987341773,Fußbodenheizung,15,0.02531645569620253,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,13.742887175569326,4.382026634673881,1.33500106673234,recent,0,0.022201665124884366
Fernwärme,Fußbodenheizung,389900,103.0,3,3.57,10585,2017,3785.4368932038833,Fußbodenheizung,8,0.02912621359223301,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.873648139727594,4.6443908991413725,1.5195132049061133,new,1,0.010638297872340425
Gas,Zentralheizung,399000,61.86,2,3.57,12555,1994,6450.048496605238,Zentralheizung,31,0.032331070158422244,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.896719202134523,4.140910031369422,1.5195132049061133,old,1,0.011100832562442183
na,na,340000,78.0,3,3.57,12357,1956,4358.974358974359,na,69,0.038461538461538464,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.73670383776449,4.3694478524670215,1.5195132049061133,very_old,2,0.0020814061054579094
Gas,Zentralheizung,770000,120.0,3,3.57,10437,2000,6416.666666666667,Zentralheizung,25,0.025,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.554147092530322,4.795790545596741,1.5195132049061133,recent,0,0.010175763182238668
Öl,Zentralheizung,250000,60.0,2,3.57,12169,1960,4166.666666666667,Zentralheizung,65,0.03333333333333333,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.429220196836383,4.110873864173311,1.5195132049061133,very_old,1,0.008788159111933395
na,na,320000,75.0,2,3.57,14167,1972,4266.666666666667,na,53,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.676079399771027,4.330733340286331,1.5195132049061133,very_old,0,0.005087881591119334
na,na,330000,74.0,3,3.57,14167,1985,4459.459459459459,na,40,0.04054054054054054,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.706850963741102,4.31748811353631,1.5195132049061133,old,3,0.005087881591119334
Fernwärme,Zentralheizung,490000,61.91,2,3.57,10243,1954,7914.714908738491,Zentralheizung,71,0.032304958811177516,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.102162710901053,4.141705133581938,1.5195132049061133,very_old,1,0.017113783533765033
"Gas, ",Heizungsart,750000,100.65,3,3.57,10707,1903,7451.564828614009,Heizungsart,122,0.029806259314456036,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.527829818844937,4.621535540074356,1.5195132049061133,,1,0.012950971322849213
na,na,1350000,210.0,5,3.57,10629,2022,6428.571428571428,na,3,0.023809523809523808,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.115615891155079,5.351858133476067,1.5195132049061133,new,0,0.006938020351526364
na,na,299000,68.49,2,3.57,12167,1905,4365.600817637612,na,120,0.029201343261790046,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.608202196848836,4.241182857326236,1.5195132049061133,,1,0.010175763182238668
Gas,Etagenheizung,800000,112.57,3,3.57,10243,1900,7106.6891711823755,Etagenheizung,125,0.02665008439193391,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.592368256649284,4.732419386903555,1.5195132049061133,,0,0.017113783533765033
na,na,279000,30.0,1,2.94,10179,1968,9300.0,na,57,0.03333333333333333,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.53897064502647,3.4339872044851463,1.3711807233098425,very_old,1,0.00971322849213691
na,na,294999,77.0,3,3.57,12277,1992,3831.155844155844,na,33,0.03896103896103896,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.594730635321957,4.356708826689592,1.5195132049061133,old,2,0.005319148936170213
na,na,349500,66.62,2,3.57,14197,1939,5246.172320624437,na,86,0.030021014710297205,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.764261701882237,4.21390379727974,1.5195132049061133,very_old,1,0.0064754856614246065
na,na,199000,34.41,1,3.57,10557,1902,5783.202557396106,na,123,0.029061319383900032,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.201065128819632,3.566994266123812,1.5195132049061133,,1,0.01179463459759482
na,na,249000,43.59,1,3.57,10557,1902,5712.319339298004,na,123,0.022941041523285157,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.425212191503038,3.7975096186393853,1.5195132049061133,,0,0.01179463459759482
na,na,211750,24.2,3,3.57,13088,2024,8750.0,na,1,0.12396694214876033,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.263166335053327,3.2268439945173775,1.5195132049061133,new,3,0.0469472710453284
Öl,Zentralheizung,140000,37.0,1,3.57,14193,1959,3783.7837837837837,Zentralheizung,66,0.02702702702702703,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.849404844423074,3.6375861597263857,1.5195132049061133,very_old,0,0.015957446808510637
na,na,270000,48.0,2,3.57,12163,1954,5625.0,na,71,0.041666666666666664,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.506180941677357,3.8918202981106265,1.5195132049061133,very_old,3,0.006244218316373728
na,na,660000,100.7,4,4.76,13088,1902,6554.121151936445,na,123,0.039721946375372394,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.399996629152975,4.622027303054514,1.7509374747078,,3,0.0469472710453284
Gas,Etagenheizung,442500,50.0,2,3.57,10435,1900,8850.0,Etagenheizung,125,0.04,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.000198003314573,3.9318256327243257,1.5195132049061133,,3,0.006244218316373728
na,na,192500,22.0,1,3.57,13088,2024,8750.0,na,1,0.045454545454545456,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.167856627501678,3.1354942159291497,1.5195132049061133,new,3,0.0469472710453284
na,na,272475,31.5,3,3.57,13088,2024,8650.0,na,1,0.09523809523809523,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.515305815812251,3.481240089335692,1.5195132049061133,new,3,0.0469472710453284
Fernwärme,Zentralheizung,379000,65.0,2,3.57,12159,1930,5830.7692307692305,Zentralheizung,95,0.03076923076923077,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.84529412258351,4.189654742026425,1.5195132049061133,very_old,1,0.009019426456984274
na,na,890000,104.0,4,3.57,14057,1956,8557.692307692309,na,69,0.038461538461538464,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.698977865303197,4.653960350157523,1.5195132049061133,very_old,2,0.006938020351526364
Fernwärme,Kf,485000,56.9,2,3.57,12557,2026,8523.725834797891,Kf,-1,0.0351493848857645,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.091906231773164,4.05871738457895,1.5195132049061133,,2,0.007631822386679001
Fernwärme,Kf,730000,83.95,3,3.57,12557,2026,8695.652173913044,Kf,-1,0.0357355568790947,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.500801182986649,4.442062848117941,1.5195132049061133,,2,0.007631822386679001
Fernwärme,Kf,481000,57.4,2,3.57,12557,2026,8379.79094076655,Kf,-1,0.03484320557491289,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.083624628087817,4.067315889834181,1.5195132049061133,,2,0.007631822386679001
na,na,329500,59.0,2,3.57,12157,1930,5584.745762711865,na,95,0.03389830508474576,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.70533466782146,4.0943445622221,1.5195132049061133,very_old,2,0.01734505087881591
na,na,829000,115.4,4,3.57,13088,1902,7183.70883882149,na,123,0.03466204506065858,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.627976640389322,4.757032535297338,1.5195132049061133,,2,0.0469472710453284
na,na,232985,27.41,1,3.57,13088,2024,8500.0,na,1,0.036483035388544326,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.358733644905701,3.3467411958660964,1.5195132049061133,new,2,0.0469472710453284
Gas,Zentralheizung,888000,122.6,4,3.57,13088,1902,7243.066884176183,Zentralheizung,123,0.032626427406199025,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.6967281480998,4.817050545023591,1.5195132049061133,,1,0.0469472710453284
na,na,1250000,106.41,2,3.57,10707,2015,11747.016257870502,na,10,0.018795226012592803,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.038654909278163,4.676653287609955,1.5195132049061133,new,0,0.012950971322849213
na,na,799000,109.0,4,3.57,14197,2022,7330.275229357798,na,3,0.03669724770642202,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.591117476312084,4.700480365792417,1.5195132049061133,new,2,0.0064754856614246065
na,na,335000,56.0,2,3.57,10961,1970,5982.142857142857,na,55,0.03571428571428571,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.721888795877375,4.04305126783455,1.5195132049061133,very_old,2,0.011332099907493062
"Elektro, ",Heizungsart,749000,90.0,3,3.57,10711,1911,8322.222222222223,Heizungsart,114,0.03333333333333333,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.52649559761195,4.51085950651685,1.5195132049061133,,1,0.009481961147086031
na,na,499000,80.0,3,3.57,12101,1927,6237.5,na,98,0.0375,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.120363378739663,4.394449154672439,1.5195132049061133,very_old,2,0.0013876040703052729
Fernwärme,Zentralheizung,245000,52.0,2,3.57,14050,1959,4711.538461538462,Zentralheizung,66,0.038461538461538464,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.409017571151187,3.970291913552122,1.5195132049061133,very_old,2,0.002543940795559667
na,na,3983500,257.0,3,3.57,10999,1956,15500.0,na,69,0.011673151750972763,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.197671638838047,5.552959584921617,1.5195132049061133,very_old,0,0.005550416281221091
Fernwärme,Zentralheizung,149000,47.0,3,3.57,10589,1927,3170.2127659574467,Zentralheizung,98,0.06382978723404255,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.91170829631447,3.871201010907891,1.5195132049061133,very_old,3,0.01179463459759482
na,na,1872483,263.73,4,3.57,10999,1956,7099.999999999999,na,69,0.01516702688355515,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.442776449610703,5.578710438662941,1.5195132049061133,very_old,0,0.005550416281221091
Gas,Zentralheizung,470000,94.0,3,3.57,12167,1870,5000.0,Zentralheizung,155,0.031914893617021274,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.060490101343552,4.553876891600541,1.5195132049061133,,1,0.010175763182238668
Gas,Zentralheizung,499000,68.0,2,3.57,10965,1910,7338.235294117647,Zentralheizung,115,0.029411764705882353,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.120363378739663,4.23410650459726,1.5195132049061133,,1,0.005087881591119334
Gas,Zentralheizung,900000,127.0,3,3.57,12167,1905,7086.614173228347,Zentralheizung,120,0.023622047244094488,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.710151153416941,4.852030263919617,1.5195132049061133,,0,0.010175763182238668
Gas,"Fußbodenheizung, offener ",2346000,234.64,6,3.57,10439,2012,9998.295260825094,"Fußbodenheizung, offener ",13,0.025571087623593593,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.668222734452927,5.462305216653487,1.5195132049061133,recent,0,0.018501387604070305
na,na,1650000,200.0,5,3.57,10629,1956,8250.0,na,69,0.025,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.316286451937186,5.303304908059076,1.5195132049061133,very_old,0,0.006938020351526364
na,na,999000,140.0,4,3.57,10719,1905,7135.714285714285,na,120,0.02857142857142857,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.81451105863119,4.948759890378168,1.5195132049061133,,0,0.004856614246068455
Öl,Zentralheizung,284000,71.84,3,2.38,12207,1966,3953.229398663697,Zentralheizung,59,0.04175946547884187,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.556733038263905,4.288265254859407,1.2178757094949273,very_old,3,0.008556891766882516
Gas,Zentralheizung,299000,54.51,2,2.94,12169,1925,5485.232067510548,Zentralheizung,100,0.0366905155017428,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.608202196848836,4.01656318470207,1.3711807233098425,very_old,2,0.008788159111933395
na,na,279000,42.0,2,2.94,10179,1973,6642.857142857143,na,52,0.047619047619047616,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.53897064502647,3.7612001156935624,1.3711807233098425,very_old,3,0.00971322849213691
na,na,308000,60.0,2,3.57,14193,1957,5133.333333333333,na,68,0.03333333333333333,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.637858308703688,4.110873864173311,1.5195132049061133,very_old,1,0.015957446808510637
Fernwärme,Zentralheizung,3650000,302.42,9,3.57,10719,1900,12069.30758547715,Zentralheizung,125,0.02975993651213544,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.11023799953124,5.715117984319947,1.5195132049061133,,1,0.004856614246068455
na,na,1549000,101.0,3,3.57,12587,2022,15336.633663366336,na,3,0.0297029702970297,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.25312076497659,4.624972813284271,1.5195132049061133,new,1,0.0037002775208140612
na,na,193600,22.0,1,3.57,13088,2024,8800.0,na,1,0.045454545454545456,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.17355461910053,3.1354942159291497,1.5195132049061133,new,3,0.0469472710453284
Gas,Zentralheizung,355000,58.0,2,3.57,10997,1956,6120.689655172414,Zentralheizung,69,0.034482758620689655,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.779875885354993,4.07753744390572,1.5195132049061133,very_old,2,0.0074005550416281225
na,na,550000,100.0,3,3.57,10717,1956,5500.0,na,69,0.03,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.217675375388819,4.61512051684126,1.5195132049061133,very_old,1,0.01734505087881591
na,na,890000,108.0,4,3.57,10717,1900,8240.74074074074,na,125,0.037037037037037035,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.698977865303197,4.6913478822291435,1.5195132049061133,,2,0.01734505087881591
Gas,Etagenheizung,430000,44.0,2,3.57,10999,1900,9772.727272727272,Etagenheizung,125,0.045454545454545456,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.971542813248437,3.8066624897703196,1.5195132049061133,,3,0.005550416281221091
Elektro,Etagenheizung,375000,78.66,3,3.57,12157,1900,4767.353165522502,Etagenheizung,125,0.03813882532418002,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.834683971615659,4.377767577753498,1.5195132049061133,,2,0.01734505087881591
na,na,365000,82.95,3,3.57,12157,1961,4400.2411091018685,na,64,0.03616636528028933,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.807655372286902,4.43022138352355,1.5195132049061133,very_old,2,0.01734505087881591
Gas,Zentralheizung,298000,43.5,2,3.57,10997,1900,6850.574712643678,Zentralheizung,125,0.04597701149425287,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.604852121186608,3.7954891891721947,1.5195132049061133,,3,0.0074005550416281225
Gas,Zentralheizung,349951,70.0,2,2.94,12205,1998,4999.3,Zentralheizung,27,0.02857142857142857,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.765551281203512,4.2626798770413155,1.3711807233098425,recent,0,0.004856614246068455
na,na,267750,31.5,1,3.57,13088,2024,8500.0,na,1,0.031746031746031744,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.497812723130284,3.481240089335692,1.5195132049061133,new,1,0.0469472710453284
Öl,Zentralheizung,220000,55.22,2,3.57,12107,1957,3984.0637450199206,Zentralheizung,68,0.036218761318362915,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.301387370778713,4.029272565478386,1.5195132049061133,very_old,2,0.00393154486586494
