energy,heating,price,area,rooms,fee,zipcode,construction_year,price_per_area,heating_raw,house_age,rooms_per_area,heating_clean_fußbodenheizung,heating_clean_minergie,heating_clean_missing,heating_clean_other,heating_clean_wärmepumpe,heating_clean_zentralheizung,energy_clean_gas,energy_clean_missing,energy_clean_other,energy_clean_öl,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,level_15,level_17,level_21,level_23,level_24,level_2023,log_price,log_area,log_fee,age_bin,rooms_per_area_bin,zipcode_freq
Fernwärme,Zentralheizung,775000,81.0,3,3.57,10629,2001,9567.901234567902,Zentralheizung,24,0.037037037037037035,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.560619598657233,4.406719247264253,1.5195132049061133,recent,2,0.006938020351526364
na,na,599000,104.0,2,3.57,12169,1993,5759.615384615385,na,32,0.019230769230769232,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.303018546545275,4.653960350157523,1.5195132049061133,old,0,0.008788159111933395
Gas,Zentralheizung,369000,83.0,3,3.57,10245,1900,4445.78313253012,Zentralheizung,125,0.03614457831325301,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.818554633046093,4.430816798843313,1.5195132049061133,,2,0.022201665124884366
Gas,Zentralheizung,259000,62.0,2,3.57,10555,1919,4177.419354838709,Zentralheizung,106,0.03225806451612903,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.464587201678082,4.143134726391533,1.5195132049061133,,1,0.00786308973172988
Gas,Zentralheizung,259000,56.0,2,3.57,10245,1900,4625.0,Zentralheizung,125,0.03571428571428571,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.464587201678082,4.04305126783455,1.5195132049061133,,2,0.022201665124884366
Öl,Zentralheizung,279000,67.0,2,3.57,12165,1890,4164.179104477612,Zentralheizung,135,0.029850746268656716,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.53897064502647,4.219507705176107,1.5195132049061133,,1,0.0016188714153561516
Gas,Zentralheizung,469000,99.0,3,3.57,12167,1907,4737.373737373738,Zentralheizung,118,0.030303030303030304,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.058360179622305,4.605170185988092,1.5195132049061133,,1,0.010175763182238668
Öl,Zentralheizung,279000,122.0,4,3.57,12103,1980,2286.8852459016393,Zentralheizung,45,0.03278688524590164,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.53897064502647,4.812184355372417,1.5195132049061133,old,1,0.007631822386679001
Gas,Zentralheizung,399000,78.0,2,3.57,12167,1907,5115.384615384615,Zentralheizung,118,0.02564102564102564,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.896719202134523,4.3694478524670215,1.5195132049061133,,0,0.010175763182238668
Fernwärme,Zentralheizung,389000,86.0,3,3.57,12157,1926,4523.2558139534885,Zentralheizung,99,0.03488372093023256,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.871337193291367,4.465908118654584,1.5195132049061133,very_old,2,0.01734505087881591
Fernwärme,Zentralheizung,399000,87.0,3,3.57,12157,1926,4586.206896551724,Zentralheizung,99,0.034482758620689655,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.896719202134523,4.477336814478207,1.5195132049061133,very_old,2,0.01734505087881591
Fernwärme,Zentralheizung,389000,84.0,3,3.57,12157,1926,4630.952380952381,Zentralheizung,99,0.03571428571428571,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.871337193291367,4.442651256490317,1.5195132049061133,very_old,2,0.01734505087881591
Öl,Zentralheizung,193000,86.0,3,3.57,12103,1980,2244.186046511628,Zentralheizung,45,0.03488372093023256,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.170450649220749,4.465908118654584,1.5195132049061133,old,2,0.007631822386679001
Gas,Zentralheizung,649000,133.0,3,3.57,12167,1907,4879.699248120301,Zentralheizung,118,0.022556390977443608,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.38318953651709,4.897839799950911,1.5195132049061133,,0,0.010175763182238668
Fernwärme,Zentralheizung,389000,86.0,3,3.57,12157,1926,4523.2558139534885,Zentralheizung,99,0.03488372093023256,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.871337193291367,4.465908118654584,1.5195132049061133,very_old,2,0.01734505087881591
Gas,Etagenheizung,209000,67.0,2,3.57,12207,1909,3119.402985074627,Etagenheizung,116,0.029850746268656716,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.250094315624496,4.219507705176107,1.5195132049061133,,1,0.008556891766882516
Luft-/,Wärmepumpe,580000,114.0,4,3.57,12559,2022,5087.7192982456145,Wärmepumpe,3,0.03508771929824561,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.270785106659046,4.74493212836325,1.5195132049061133,new,2,0.001156336725254394
na,na,445000,44.47,1,3.57,10119,1887,10006.746120980437,na,138,0.0224870699347875,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.005831808336863,3.8170527678369193,1.5195132049061133,,0,0.009250693802035153
na,na,1165000,122.15,3,3.57,14193,1976,9537.4539500614,na,49,0.024559967253376995,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.968232503350668,4.813403124566547,1.5195132049061133,old,0,0.015957446808510637
Gas,Etagenheizung,345000,82.45,2,3.57,10587,1905,4184.354154032747,Etagenheizung,120,0.02425712553062462,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.75130259456002,4.424247650107844,1.5195132049061133,,0,0.008094357076780759
na,na,519000,101.33,4,3.57,10179,1956,5121.879009177934,na,69,0.03947498272969505,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,13.159661088928443,4.628202885098664,1.5195132049061133,very_old,3,0.00971322849213691
Öl,Zentralheizung,370000,80.0,3,3.57,13053,1992,4625.0,Zentralheizung,33,0.0375,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.821260987319457,4.394449154672439,1.5195132049061133,old,2,0.0018501387604070306
Fernwärme,Zentralheizung,169000,37.9,2,3.57,13187,1957,4459.1029023746705,Zentralheizung,68,0.052770448548812667,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.037659911047468,3.6609942506244004,1.5195132049061133,very_old,3,0.013876040703052728
na,na,230000,56.0,3,3.57,12437,1965,4107.142857142857,na,60,0.05357142857142857,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.345838935721968,4.04305126783455,1.5195132049061133,very_old,3,0.00393154486586494
na,na,389000,73.0,2,3.57,13407,1910,5328.767123287671,na,115,0.0273972602739726,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.871337193291367,4.30406509320417,1.5195132049061133,,0,0.009481961147086031
na,na,295000,56.0,3,3.57,10717,1900,5267.857142857143,na,125,0.05357142857142857,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.59473402514672,4.04305126783455,1.5195132049061133,,3,0.01734505087881591
na,na,290000,79.33,3,3.57,12355,1984,3655.615782175722,na,41,0.037816714988024705,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.577639650232573,4.386143150185721,1.5195132049061133,old,2,0.0037002775208140612
na,na,169000,61.0,3,3.57,13595,1956,2770.4918032786886,na,69,0.04918032786885246,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.037659911047468,4.127134385045092,1.5195132049061133,very_old,3,0.006938020351526364
Fernwärme,Zentralheizung,250000,49.0,2,3.57,12059,1968,5102.040816326531,Zentralheizung,57,0.04081632653061224,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.429220196836383,3.912023005428146,1.5195132049061133,very_old,3,0.006938020351526364
na,na,2000000,169.0,3,3.57,10707,2014,11834.31952662722,na,11,0.01775147928994083,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.508658238524095,5.135798437050262,1.5195132049061133,recent,0,0.012950971322849213
Fernwärme,Zentralheizung,370000,42.0,1,3.57,10243,2021,8809.52380952381,Zentralheizung,4,0.023809523809523808,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.821260987319457,3.7612001156935624,1.5195132049061133,new,0,0.017113783533765033
na,na,550000,53.0,2,3.57,10781,2021,10377.358490566037,na,4,0.03773584905660377,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.217675375388819,3.9889840465642745,1.5195132049061133,new,2,0.00786308973172988
Gas,Zentralheizung,299000,72.5,2,3.57,10247,1956,4124.137931034483,Zentralheizung,69,0.027586206896551724,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.608202196848836,4.297285406218791,1.5195132049061133,very_old,0,0.027752081406105456
na,na,983000,75.57,2,5.0,10243,2022,13007.807330951437,na,3,0.026465528648934766,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.798365416422785,4.338205355125032,1.791759469228055,new,0,0.017113783533765033
"Fußbodenheizung, ",Wasser-,1420000,162.0,5,3.57,13156,2022,8765.432098765432,Wasser-,3,0.030864197530864196,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.166168133802548,5.093750200806762,1.5195132049061133,new,1,0.013182238667900092
"Fußbodenheizung, ",Wasser-,599500,85.0,3,3.57,13156,2022,7052.941176470588,Wasser-,3,0.03529411764705882,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.303852921505028,4.454347296253507,1.5195132049061133,new,2,0.013182238667900092
Fernwärme,"Fußbodenheizung, ",1242000,134.92,4,5.0,10243,2022,9205.455084494517,"Fußbodenheizung, ",3,0.029647198339756896,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.032234346628217,4.912066477363677,1.791759469228055,new,1,0.017113783533765033
Fernwärme,Fußbodenheizung,1119000,134.92,4,5.0,10243,2022,8293.803735546991,Fußbodenheizung,3,0.029647198339756896,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.927946880948712,4.912066477363677,1.791759469228055,new,1,0.017113783533765033
"Fußbodenheizung, ",Wasser-,2050000,250.0,7,3.57,13156,2022,8200.0,Wasser-,3,0.028,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.53335083891935,5.5254529391317835,1.5195132049061133,new,0,0.013182238667900092
Fernwärme,Fußbodenheizung,1007000,111.88,4,5.0,10243,2022,9000.715051841258,Fußbodenheizung,3,0.03575259206292456,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.822487164748866,4.726325307544559,1.791759469228055,new,2,0.017113783533765033
Fernwärme,"Fußbodenheizung, ",1070000,121.56,3,5.0,10243,2022,8802.237578150707,"Fußbodenheizung, ",3,0.024679170779861797,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.883170141017091,4.808600705992281,1.791759469228055,new,0,0.017113783533765033
Fernwärme,"Fußbodenheizung, ",1390000,106.9,3,5.0,10243,2022,13002.806361085126,"Fußbodenheizung, ",3,0.02806361085126286,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.144815024531075,4.681204872264089,1.791759469228055,new,0,0.017113783533765033
Fernwärme,"Fußbodenheizung, ",982000,118.19,3,5.0,10243,2022,8308.65555461545,"Fußbodenheizung, ",3,0.025382858109823166,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.797347605666022,4.780718858494617,1.791759469228055,new,0,0.017113783533765033
Fernwärme,"Fußbodenheizung, ",1234000,112.11,4,5.0,10243,2022,11007.046650611008,"Fußbodenheizung, ",3,0.03567924360003568,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.025772293819914,4.7283607965432894,1.791759469228055,new,2,0.017113783533765033
na,na,429000,65.0,3,3.57,10713,1954,6600.0,na,71,0.046153846153846156,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.969214528909768,4.189654742026425,1.5195132049061133,very_old,3,0.009481961147086031
Fernwärme,Zentralheizung,320000,67.3,3,5.0,10247,1956,4754.829123328381,Zentralheizung,69,0.04457652303120357,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.676079399771027,4.223909766576744,1.791759469228055,very_old,3,0.027752081406105456
Fernwärme,"Fußbodenheizung, ",929000,111.88,3,5.0,10243,2022,8303.53950661423,"Fußbodenheizung, ",3,0.026814444047193423,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.74186509422166,4.726325307544559,1.791759469228055,new,0,0.017113783533765033
Fernwärme,Zentralheizung,237000,53.16,2,5.0,10247,1956,4458.23927765237,Zentralheizung,69,0.03762227238525207,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.37581963951765,3.9919426286040194,1.791759469228055,very_old,2,0.027752081406105456
Fernwärme,Zentralheizung,195000,46.41,1,5.0,10247,1956,4201.680672268908,Zentralheizung,69,0.021547080370609786,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.180759965737863,3.8588331769140267,1.791759469228055,very_old,0,0.027752081406105456
Fernwärme,Zentralheizung,300000,67.05,3,5.0,10247,1956,4474.27293064877,Zentralheizung,69,0.0447427293064877,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.611541086966115,4.220242729097475,1.791759469228055,very_old,3,0.027752081406105456
Gas,Zentralheizung,695000,128.58,4,3.57,12435,1919,5405.195209208275,Zentralheizung,106,0.03110903717529942,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.451668563394815,4.864298451021812,1.5195132049061133,,1,0.0030064754856614245
Öl,Zentralheizung,235000,48.15,1,3.57,14109,1974,4880.581516095535,Zentralheizung,51,0.020768431983385256,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.367345048436391,3.8948768465931756,1.5195132049061133,very_old,0,0.0020814061054579094
Fernwärme,"Fußbodenheizung, ",730000,87.97,2,5.0,10243,2022,8298.283505740594,"Fußbodenheizung, ",3,0.022735023303398886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.500801182986649,4.488299234256676,1.791759469228055,new,0,0.017113783533765033
Fernwärme,Fußbodenheizung,909900,82.71,3,5.0,10243,2022,11001.088139281828,Fußbodenheizung,3,0.03627130939426913,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.72109108136605,4.427358444671965,1.791759469228055,new,2,0.017113783533765033
Fernwärme,"Fußbodenheizung, ",619000,80.9,3,3.57,13187,2021,7651.42150803461,"Fußbodenheizung, ",4,0.037082818294190356,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.335862167174314,4.405498990859024,1.5195132049061133,new,2,0.013876040703052728
Fernwärme,"Fußbodenheizung, ",810000,87.97,3,5.0,10243,2022,9207.684437876549,"Fußbodenheizung, ",3,0.03410253495509833,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.60479076121576,4.488299234256676,1.791759469228055,new,2,0.017113783533765033
Fernwärme,"Fußbodenheizung, ",194250,22.5,3,3.57,13088,2024,8633.333333333334,"Fußbodenheizung, ",1,0.13333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.17690641622179,3.1570004211501135,1.5195132049061133,new,3,0.0469472710453284
Fernwärme,"Fußbodenheizung, ",187850,22.1,2,3.57,13088,2024,8500.0,"Fußbodenheizung, ",1,0.09049773755656108,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.143404374384273,3.139832617527748,1.5195132049061133,new,3,0.0469472710453284
"Fußbodenheizung, ",Wasser-,575000,74.0,2,3.57,13156,2022,7770.27027027027,Wasser-,3,0.02702702702702703,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.26212705890841,4.31748811353631,1.5195132049061133,new,0,0.013182238667900092
na,na,450000,67.0,2,3.57,10999,1972,6716.417910447762,na,53,0.029850746268656716,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.017005083966255,4.219507705176107,1.5195132049061133,very_old,1,0.005550416281221091
Fernwärme,Fußbodenheizung,299000,37.87,1,3.57,13187,2021,7895.431740163718,Fußbodenheizung,4,0.02640612622128334,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.608202196848836,3.660222744864132,1.5195132049061133,new,0,0.013876040703052728
Fernwärme,"Fußbodenheizung, ",625000,81.39,3,3.57,13187,2021,7679.076053569234,"Fußbodenheizung, ",4,0.036859565057132324,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.345508528717259,4.411464070327499,1.5195132049061133,new,2,0.013876040703052728
na,na,270000,65.73,3,5.0,10247,1956,4107.713372889091,na,69,0.045641259698767686,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.506180941677357,4.200654626915515,1.791759469228055,very_old,3,0.027752081406105456
Fernwärme,Fußbodenheizung,1850000,127.58,4,3.57,10709,2020,14500.705439724095,Fußbodenheizung,5,0.03135287662643048,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.430696737594902,4.856551278713541,1.5195132049061133,new,1,0.0030064754856614245
Fernwärme,Zentralheizung,395000,72.0,3,3.57,13587,1997,5486.111111111111,Zentralheizung,28,0.041666666666666664,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.886643575525625,4.290459441148391,1.5195132049061133,recent,3,0.0043940795559666975
Öl,Zentralheizung,259000,57.0,2,3.57,12209,1958,4543.859649122807,Zentralheizung,67,0.03508771929824561,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.464587201678082,4.060443010546419,1.5195132049061133,very_old,2,0.00393154486586494
Gas,Zentralheizung,349000,77.0,3,3.57,10245,1900,4532.467532467533,Zentralheizung,125,0.03896103896103896,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.762830066509972,4.356708826689592,1.5195132049061133,,2,0.022201665124884366
Gas,Etagenheizung,469000,88.0,2,3.57,10247,1900,5329.545454545455,Etagenheizung,125,0.022727272727272728,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.058360179622305,4.48863636973214,1.5195132049061133,,0,0.027752081406105456
Gas,Etagenheizung,1049000,185.0,3,3.57,10789,1900,5670.27027027027,Etagenheizung,125,0.016216216216216217,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.863348840666827,5.225746673713202,1.5195132049061133,,0,0.0043940795559666975
Gas,Etagenheizung,449000,99.0,3,3.57,12167,1910,4535.353535353535,Etagenheizung,115,0.030303030303030304,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.014780393893403,4.605170185988092,1.5195132049061133,,1,0.010175763182238668
Gas,Etagenheizung,825000,145.0,5,6.0,10555,1900,5689.6551724137935,Etagenheizung,125,0.034482758620689655,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.623139877437296,4.983606621708336,1.9459101490553132,,2,0.00786308973172988
na,na,275000,58.39,2,3.57,12487,1930,4709.71056687789,na,95,0.03425244048638466,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.524530013005734,4.0841258620277685,1.5195132049061133,very_old,2,0.005319148936170213
na,na,295000,57.34,2,3.57,10367,1996,5144.75061039414,na,29,0.034879665155214505,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.59473402514672,4.066287964439575,1.5195132049061133,recent,2,0.0043940795559666975
Öl,Zentralheizung,275000,68.0,2,3.57,13403,1973,4044.1176470588234,Zentralheizung,52,0.029411764705882353,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.524530013005734,4.23410650459726,1.5195132049061133,very_old,1,0.010407030527289547
Öl,Zentralheizung,255500,55.0,2,3.57,12203,1966,4645.454545454545,Zentralheizung,59,0.03636363636363636,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.450981602512561,4.02535169073515,1.5195132049061133,very_old,2,0.010175763182238668
Gas,Zentralheizung,1380000,250.0,6,2.98,12207,1908,5520.0,Zentralheizung,117,0.024,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.137594781770806,5.5254529391317835,1.3812818192963463,,0,0.008556891766882516
na,na,859000,165.0,5,3.57,10243,1911,5206.060606060606,na,114,0.030303030303030304,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.663525365110068,5.111987788356544,1.5195132049061133,,1,0.017113783533765033
Fernwärme,"Fußbodenheizung, ",279840,31.8,1,3.57,13088,2024,8800.0,"Fußbodenheizung, ",1,0.031446540880503145,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.541976863716599,3.4904285153900982,1.5195132049061133,new,1,0.0469472710453284
na,na,280000,69.0,2,3.57,12207,1956,4057.9710144927535,na,69,0.028985507246376812,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.54254845357358,4.248495242049359,1.5195132049061133,very_old,1,0.008556891766882516
Gas,Zentralheizung,339000,81.0,3,3.57,12209,1983,4185.185185185185,Zentralheizung,42,0.037037037037037035,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.733758336210744,4.406719247264253,1.5195132049061133,old,2,0.00393154486586494
Fernwärme,Zentralheizung,549000,72.99,3,3.57,10557,1996,7521.578298397041,Zentralheizung,29,0.04110152075626799,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.215855541983634,4.303929948937459,1.5195132049061133,recent,3,0.01179463459759482
Fernwärme,"Fußbodenheizung, ",232985,27.41,1,3.57,13088,2024,8500.0,"Fußbodenheizung, ",1,0.036483035388544326,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.358733644905701,3.3467411958660964,1.5195132049061133,new,2,0.0469472710453284
Fernwärme,Zentralheizung,247500,44.0,1,3.57,14052,1958,5625.0,Zentralheizung,67,0.022727272727272728,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.419169901386761,3.8066624897703196,1.5195132049061133,very_old,0,0.0037002775208140612
Fernwärme,"Fußbodenheizung, ",187850,22.1,1,3.57,13088,2024,8500.0,"Fußbodenheizung, ",1,0.04524886877828054,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.143404374384273,3.139832617527748,1.5195132049061133,new,3,0.0469472710453284
Fernwärme,"Fußbodenheizung, ",198240,22.4,3,3.57,13088,2024,8850.0,"Fußbodenheizung, ",1,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.197238741240884,3.152736022363656,1.5195132049061133,new,3,0.0469472710453284
Gas,Fußbodenheizung,275000,60.65,1,3.57,12161,1910,4534.212695795548,Fußbodenheizung,115,0.016488046166529265,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.524530013005734,4.121473229610353,1.5195132049061133,,0,0.010175763182238668
Gas,Etagenheizung,895000,131.31,4,3.57,10559,1900,6815.931764526693,Etagenheizung,125,0.03046226486939304,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.704580114574805,4.88514765405432,1.5195132049061133,,1,0.004856614246068455
na,na,288000,60.0,2,3.57,12459,1997,4800.0,na,28,0.03333333333333333,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.570719231334277,4.110873864173311,1.5195132049061133,recent,1,0.0027752081406105457
